code;effectif;milieu;eleve_par_salle;eleve_par_chaise;kit_par_eleve;tablier_par_eleve;manuel_par_eleve;eleve_par_ens;prop_ben_cantine;propo_ens_bac+;prop_ens_peda;tx_promotion;condition_scolaire
101010035;280;URB H;70;1,076923077;1,039285714;1,039285714;2,621428571;40;1;0,714285714;0,428571429;0,496428571;DEFAVORABLE
101010036;361;URB H;72,2;2,028089888;1,041551247;1,041551247;3,163434903;36,1;1;0,8;0,1;0,470914127;DEFAVORABLE
101010037;852;URB H;65,53846154;2,13;0,96713615;0,96713615;2,922535211;35,5;1;0,75;0,666666667;0,556338028;DEFAVORABLE
101010039;325;URB H;65;1,867816092;1,144615385;1,144615385;3,236923077;29,54545455;1;0,727272727;0,363636364;0,624615385;DEFAVORABLE
101010041;315;URB H;52,5;1,206896552;0;0;3,082539683;39,375;0;1;0,75;0,479365079;DEFAVORABLE
101010042;271;URB H;54,2;1,188596491;0;1,092250923;2,649446494;45,16666667;0;1;0,5;0,568265683;DEFAVORABLE
101010043;211;URB H;42,2;0,458695652;1,009478673;1,009478673;5,374407583;30,14285714;1;1;0,571428571;0,63507109;FAVORABLE
101010044;204;URB H;40,8;0,816;1,132352941;0,970588235;2,970588235;34;0;1;0,833333333;0,509803922;FAVORABLE
101010046;245;URB H;40,83333333;0,850694444;0,020408163;0,020408163;4,371428571;49;0;0,8;1;0,706122449;FAVORABLE
101010047;246;URB H;49,2;1,983870968;0,890243902;0,890243902;3,382113821;35,14285714;0,890243902;0,857142857;0,571428571;0,487804878;DEFAVORABLE
101010048;170;URB H;42,5;0,934065934;3,488235294;3,394117647;8,323529412;34;1;1;0,6;0,623529412;FAVORABLE
101010049;459;URB H;76,5;1,550675676;1,067538126;1,067538126;4,274509804;35,30769231;1;0,846153846;0,153846154;0,747276688;DEFAVORABLE
101010050;428;URB H;53,5;0,891666667;1,25;1,25;1,434579439;47,55555556;1;1;0,333333333;0,570093458;FAVORABLE
101010051;217;URB H;43,4;1,269005848;1,00921659;1,00921659;4,778801843;21,7;1;0,6;0,4;0,612903226;DEFAVORABLE
101010053;592;URB H;84,57142857;1,630853994;0;0;2,498310811;42,28571429;0;0,928571429;0,214285714;0,550675676;DEFAVORABLE
101010055;416;URB H;59,42857143;2,189473684;1,0625;0,985576923;2,442307692;37,81818182;0,985576923;0,818181818;0,818181818;0,560096154;DEFAVORABLE
101010057;410;URB H;82;1,863636364;0,941463415;0,941463415;1,248780488;41;0,863414634;0,9;0,7;0,602439024;DEFAVORABLE
101010058;723;URB H;103,2857143;3,0125;1,208852006;1,208852006;0,742738589;45,1875;1;0,6875;0,375;0,540802213;DEFAVORABLE
101010059;1233;URB H;123,3;2,86744186;1,194647202;1,01703163;1,793187348;47,42307692;1;0,730769231;0,230769231;0,536901865;DEFAVORABLE
101010060;463;URB H;57,875;2,911949686;0;0;2,652267819;57,875;0;0,625;0,625;0,56587473;DEFAVORABLE
101010061;280;URB H;35;0,633484163;1,271428571;1,271428571;4,760714286;28;1;0,8;0,7;0,692857143;FAVORABLE
101010062;2348;URB H;130,4444444;2,029386344;1,273424191;1,045996593;0,990630324;60,20512821;1;0,743589744;0,230769231;0,54471891;DEFAVORABLE
101010064;725;URB H;103,5714286;2,400662252;1,15862069;1,15862069;1,947586207;40,27777778;1;0,666666667;0,444444444;0,482758621;DEFAVORABLE
101010065;671;URB H;83,875;1,733850129;1,043219076;1,043219076;2,478390462;61;1;0,909090909;0,363636364;0,526080477;DEFAVORABLE
101010066;728;URB H;104;2,260869565;0;0;2,086538462;56;0;0,846153846;1;0,516483516;DEFAVORABLE
101010067;377;URB H;75,4;1,848039216;1,071618037;1,071618037;2,527851459;29;1;0,692307692;0,384615385;0,551724138;DEFAVORABLE
101010068;646;URB H;58,72727273;1,794444444;1,024767802;1,024767802;2,07120743;58,72727273;1;0,454545455;0,727272727;0,430340557;DEFAVORABLE
101010069;840;URB H;105;1,660079051;1,13452381;1,13452381;3,085714286;46,66666667;1;0,833333333;0,388888889;0,446428571;DEFAVORABLE
101010070;219;URB H;43,8;0,952173913;0;0;2,01369863;24,33333333;1;0,777777778;0,444444444;0,698630137;FAVORABLE
101010071;885;URB H;59;1,089901478;0;0;2,940112994;46,57894737;1;0,631578947;0,421052632;0,492655367;DEFAVORABLE
101010072;1057;URB H;50,33333333;1,00094697;1,033112583;1,033112583;5,245033113;40,65384615;1;0,846153846;0,576923077;0,390728477;DEFAVORABLE
101010073;1033;URB H;79,46153846;1,565151515;5,719264279;1,028073572;3,510164569;44,91304348;1;0,913043478;0,260869565;0,647628267;DEFAVORABLE
101010074;497;URB H;82,83333333;1,775;0,997987928;0,997987928;4,889336016;35,5;0;0,785714286;0,357142857;0,53722334;DEFAVORABLE
101010078;403;URB H;80,6;4,741176471;4,838709677;0,967741935;1,769230769;36,63636364;0,967741935;1;0,272727273;0,508684864;DEFAVORABLE
101010080;554;URB H;92,33333333;2,495495495;0;0;2,241877256;61,55555556;0;0,666666667;0,222222222;0,658844765;DEFAVORABLE
101010081;549;URB H;109,8;3,43125;1,005464481;1,005464481;2,18579235;36,6;1;0,8;0,333333333;0,677595628;DEFAVORABLE
101010082;429;URB H;42,9;0,806390977;1,102564103;1,102564103;4,37995338;33;1;0,692307692;0,615384615;0,708624709;FAVORABLE
101010083;810;URB H;90;1,866359447;0,990123457;0,990123457;6,858024691;42,63157895;1;0,473684211;0,263157895;0,527160494;DEFAVORABLE
101010084;485;URB H;80,83333333;2,5;0,375257732;0;0,93814433;32,33333333;0;0,933333333;0,6;0,449484536;DEFAVORABLE
101010085;534;URB H;76,28571429;1,78;0,988764045;0,988764045;2,205992509;38,14285714;0,988764045;0,857142857;0,714285714;0,56928839;DEFAVORABLE
101010086;366;URB H;61;1,326086957;4,306010929;1,204918033;4,420765027;26,14285714;1;0,785714286;0,857142857;0,806010929;DEFAVORABLE
101010087;331;URB H;66,2;2,298611111;1,024169184;1,063444109;0,873111782;41,375;1;0,75;1;0,47734139;DEFAVORABLE
101010088;273;URB H;54,6;0,858490566;0,992673993;0,992673993;2,417582418;39;0,992673993;0,857142857;0,285714286;0,571428571;FAVORABLE
101010089;254;URB H;63,5;1,263681592;3,771653543;1,039370079;3,62992126;36,28571429;1;0,571428571;0,285714286;0,55511811;DEFAVORABLE
101010090;444;URB H;88,8;2,144927536;1,027027027;1,027027027;1,936936937;40,36363636;1;0,454545455;0,727272727;0,650900901;DEFAVORABLE
101010092;239;URB H;23,9;0,901886792;1,209205021;1,209205021;3,317991632;29,875;1;0,625;0,375;0,690376569;FAVORABLE
101010093;265;URB H;88,33333333;1,948529412;1,064150943;1,064150943;3,260377358;37,85714286;1;0,428571429;0;0,60754717;DEFAVORABLE
101010097;334;URB H;55,66666667;1,67;1,104790419;1,104790419;2,925149701;33,4;1;0,7;0;0,520958084;DEFAVORABLE
101010098;288;URB H;96;2,086956522;1,135416667;1,204861111;3,607638889;41,14285714;1;0,857142857;0,714285714;0,517361111;DEFAVORABLE
101010099;393;URB H;78,6;2,503184713;1,246819338;1,007633588;2,221374046;39,3;1;0,8;0,4;0,786259542;DEFAVORABLE
101010100;354;URB H;70,8;1,475;2,209039548;1,104519774;3,282485876;39,33333333;1;0,888888889;0,444444444;0,807909605;DEFAVORABLE
101010102;523;URB H;74,71428571;1,867857143;1,089866157;1,089866157;2,305927342;34,86666667;1;0,733333333;0,066666667;0,640535373;DEFAVORABLE
101010104;406;URB H;67,66666667;1,353333333;1,04679803;1,04679803;2,34729064;40,6;1;0,9;0,6;0,662561576;DEFAVORABLE
101010105;480;URB H;96;3,243243243;1,01875;1,01875;1,052083333;43,63636364;1;0,545454545;0,363636364;0,579166667;DEFAVORABLE
101010107;365;URB H;73;1,941489362;0,939726027;0,939726027;1,249315068;45,625;0,939726027;0,625;0,375;0,471232877;DEFAVORABLE
101010109;351;URB H;58,5;1,887096774;2,227920228;1,113960114;3,102564103;39;1;0,444444444;0,111111111;0,572649573;DEFAVORABLE
101010110;338;URB H;67,6;1,69;1,00887574;0,878698225;2,680473373;26;1;0,615384615;0,384615385;0,686390533;DEFAVORABLE
101010111;443;URB H;88,6;2,434065934;0,218961625;1,119638826;2,453724605;34,07692308;1;0,769230769;0,153846154;0,48758465;DEFAVORABLE
101010112;303;URB H;60,6;2,089655172;0,96369637;0,828382838;2,627062706;60,6;1;0,4;0,8;0,712871287;DEFAVORABLE
101010113;295;URB H;59;1,134615385;1,118644068;1,118644068;2,061016949;24,58333333;1;0,583333333;0,166666667;0,572881356;DEFAVORABLE
101010117;665;URB H;73,88888889;2,96875;0,94887218;0,94887218;2,627067669;41,5625;0;0,6875;0,5;0,50075188;DEFAVORABLE
101010118;349;URB H;58,16666667;1,917582418;1,171919771;1,171919771;3,641833811;29,08333333;1;0,833333333;0,666666667;0,492836676;DEFAVORABLE
101010135;902;URB H;112,75;3,221428571;1,0654102;1,0654102;0,690687361;53,05882353;1;0,647058824;0,352941176;0,635254989;DEFAVORABLE
101010136;721;URB H;103;1,848717949;1,123439667;1,123439667;2,692094313;42,41176471;1;0,705882353;0,176470588;0,610263523;DEFAVORABLE
101010137;267;URB H;53,4;1,62804878;0;0,168539326;0,794007491;38,14285714;0,808988764;0,857142857;0,571428571;0,314606742;DEFAVORABLE
101010138;202;URB H;40,4;5,05;1;1;2,03960396;28,85714286;1;1;0,285714286;0,628712871;DEFAVORABLE
101010139;296;URB H;74;2,02739726;4,074324324;0,699324324;2,155405405;32,88888889;1;0,666666667;0;0,655405405;DEFAVORABLE
101050001;291;URB H;48,5;0,887195122;0,845360825;0,845360825;3,054982818;36,375;0;1;0,75;0,687285223;FAVORABLE
102010001;170;RUR 2;34;0,696721311;0;0;2,064705882;21,25;1;0,625;0,25;0,794117647;FAVORABLE
102010003;100;RUR 2;50;3,448275862;0;0;1,8;25;0;0,75;0,75;0,7;DEFAVORABLE
102010004;149;RUR 2;29,8;0,914110429;0;0;2,805369128;24,83333333;0;0,666666667;0;0,510067114;FAVORABLE
102010005;74;RUR 2;14,8;0,493333333;1,027027027;1,027027027;7,486486486;12,33333333;1;0,5;0;0,540540541;FAVORABLE
102010006;120;RUR 2;20;1,935483871;0;0;1,05;20;0;0,333333333;0,5;0,408333333;DEFAVORABLE
102010007;63;RUR 2;21;1,96875;0;0;2,253968254;31,5;0;0,5;0,5;0,476190476;DEFAVORABLE
102010008;133;RUR 2;22,16666667;2,216666667;0;0;3,203007519;19;0;0,857142857;0,142857143;0,646616541;DEFAVORABLE
102010009;77;RUR 2;25,66666667;0,987179487;0;0;6,831168831;12,83333333;0;0,833333333;0,166666667;0,61038961;FAVORABLE
102010010;102;RUR 2;25,5;1,291139241;0;0;3,725490196;20,4;0;0,8;0,4;0,470588235;DEFAVORABLE
102010011;115;RUR 2;28,75;1,455696203;0;0;3,686956522;19,16666667;0;0,666666667;0,166666667;0,626086957;DEFAVORABLE
102010012;85;RUR 2;21,25;0,551948052;0;0;1,905882353;17;0;1;0;0,352941176;FAVORABLE
102020001;90;RUR 2;18;1,011235955;0,066666667;0;3,222222222;12,85714286;0,977777778;0,857142857;0,142857143;0,577777778;DEFAVORABLE
102020002;78;RUR 2;15,6;1,083333333;0;0;1,666666667;11,14285714;1;0,857142857;0,428571429;0,564102564;DEFAVORABLE
102020003;69;RUR 2;23;0,479166667;0,057971014;0;2,971014493;11,5;1;0,833333333;0,166666667;0,710144928;FAVORABLE
102020004;179;RUR 2;35,8;1,287769784;0,05027933;0;1,670391061;22,375;0;0,75;0,5;0,575418994;DEFAVORABLE
102020005;147;RUR 2;29,4;1,139534884;0;0;2,911564626;16,33333333;0;0,666666667;0,333333333;0,659863946;DEFAVORABLE
102020007;56;RUR 2;14;0,8;0;0;3,178571429;11,2;1;0,8;0;0,625;FAVORABLE
102020008;50;RUR 2;16,66666667;0,961538462;0;0;2,7;12,5;0;0,75;0;0,84;FAVORABLE
102020009;126;RUR 2;25,2;1,285714286;0,055555556;0;2,484126984;15,75;1;0,875;0,25;0,547619048;DEFAVORABLE
102030001;167;RUR 2;33,4;1,3046875;0;0;8,820359281;16,7;0;0,8;0,4;0,700598802;DEFAVORABLE
102030003;436;RUR 2;87,2;2,564705882;0;0;2,931192661;39,63636364;0;0,818181818;0,272727273;0,591743119;DEFAVORABLE
102030004;243;RUR 2;121,5;0,826530612;0;0;3,032921811;34,71428571;0;0,857142857;0,571428571;0,448559671;DEFAVORABLE
102030005;177;RUR 2;59;1,787878788;0;0;3,836158192;29,5;0,88700565;0,833333333;1;0,474576271;DEFAVORABLE
102040001;215;RUR 2;35,83333333;0,52955665;0;0;4,288372093;30,71428571;0;0,285714286;0,285714286;0,595348837;FAVORABLE
102040003;501;RUR 2;100,2;2,341121495;0;0;3,145708583;41,75;0,149700599;0,916666667;0,25;0,640718563;DEFAVORABLE
102040004;204;RUR 2;40,8;0,784615385;0;0;1,818627451;29,14285714;0;0,714285714;0,142857143;0,642156863;FAVORABLE
102040005;344;RUR 2;57,33333333;1,005847953;0;0;3,093023256;38,22222222;0,13372093;0,888888889;0,111111111;0,514534884;DEFAVORABLE
102040008;246;RUR 2;61,5;1,23;0;0;2,06097561;41;0,105691057;0,5;0,333333333;0,573170732;DEFAVORABLE
102040009;148;RUR 2;74;1,233333333;0;0;0;49,33333333;0;1;0,333333333;0,959459459;DEFAVORABLE
102050001;276;RUR 1;55,2;3,45;0;0;0;46;0,960144928;0,833333333;0,833333333;0,449275362;DEFAVORABLE
102050002;66;RUR 1;13,2;1,137931034;0;0;9,090909091;13,2;0;0,8;0,4;0,53030303;DEFAVORABLE
102050003;269;RUR 1;53,8;1,125523013;0;0;0;53,8;0,944237918;1;1;0,542750929;DEFAVORABLE
102050004;374;RUR 1;74,8;2,174418605;0;0;2,320855615;46,75;1;0,75;0,5;0,42513369;DEFAVORABLE
102050005;245;RUR 1;81,66666667;0;0;0;0;49;1;0,8;1;0,608163265;DEFAVORABLE
102050006;467;RUR 1;77,83333333;8,980769231;0,047109208;0;3,531049251;66,71428571;0;0,857142857;1;0,595289079;DEFAVORABLE
102050007;355;RUR 1;35,5;11,83333333;0;0;2,535211268;59,16666667;1;0,833333333;0,833333333;0,622535211;DEFAVORABLE
102050009;135;RUR 1;33,75;1,37755102;0;0;4,659259259;33,75;1;0,75;0,75;0,755555556;DEFAVORABLE
102050012;113;RUR 1;22,6;1,255555556;0;0;1,513274336;22,6;0;0,8;0,6;0,584070796;DEFAVORABLE
102050013;63;RUR 1;15,75;0,456521739;0;0;2;15,75;0;0,75;0,5;0,873015873;FAVORABLE
102060001;375;RUR 1;93,75;1,913265306;0;0;4,373333333;37,5;0;0,8;0,4;0,458666667;DEFAVORABLE
102060002;656;RUR 1;82;2,246575342;0;0;3,849085366;36,44444444;0;0,777777778;0,555555556;0,50152439;DEFAVORABLE
102060003;453;RUR 1;90,6;1,8875;0;0,924944812;1,960264901;41,18181818;0,924944812;0,636363636;0,727272727;0,556291391;DEFAVORABLE
102060004;300;RUR 1;150;1,604278075;0;1,22;3,003333333;30;0;0,6;0,4;0,56;DEFAVORABLE
102060007;385;RUR 1;48,125;1,188271605;0;1,306493506;1,451948052;35;0;0,636363636;0,636363636;0,620779221;DEFAVORABLE
102060008;228;RUR 1;45,6;0,912;0;0;1,021929825;28,5;1;0,875;1;0,719298246;FAVORABLE
102070002;316;RUR 1;63,2;1,316666667;0;0;3,386075949;45,14285714;1;0,857142857;0,428571429;0,579113924;DEFAVORABLE
102070005;461;RUR 1;65,85714286;1,340116279;0;0;2,459869848;41,90909091;0;0,909090909;0,272727273;0,550976139;DEFAVORABLE
102070006;542;RUR 1;108,4;2,14229249;0;0;2,302583026;49,27272727;0;0,909090909;0,636363636;0,55904059;DEFAVORABLE
102070007;317;RUR 1;63,4;1,704301075;0;0;4,211356467;63,4;0;1;0,8;0,583596215;DEFAVORABLE
102070008;315;RUR 1;63;1,75;0;0;6,406349206;45;0;0,571428571;0,285714286;0,431746032;DEFAVORABLE
102080001;186;RUR 2;31;0,738095238;0;0;1,887096774;26,57142857;0,919354839;0,857142857;0,714285714;0,521505376;FAVORABLE
102080002;107;RUR 2;21,4;0,743055556;0;0;2,570093458;17,83333333;0;0,666666667;0,666666667;0,551401869;FAVORABLE
102080003;111;RUR 2;18,5;0,8671875;0;0;3,441441441;37;0;0,666666667;0,666666667;0,693693694;FAVORABLE
102080005;224;RUR 2;32;1,172774869;0;0;2,732142857;37,33333333;0;1;1;0,65625;DEFAVORABLE
102080006;86;RUR 2;17,2;0,86;0,139534884;0;5,476744186;17,2;0;0,8;1;0,558139535;FAVORABLE
102080007;209;RUR 2;41,8;0,967592593;0;0;3,124401914;34,83333333;0;0,666666667;0,833333333;0,550239234;FAVORABLE
102080008;109;RUR 2;27,25;2,595238095;0;0;2,04587156;21,8;0;0,6;0,6;0,587155963;DEFAVORABLE
102080010;43;RUR 2;21,5;0,413461538;0;0;0,069767442;43;0;1;1;0,558139535;FAVORABLE
102090001;409;RUR 2;58,42857143;1,076315789;0;1,097799511;2,645476773;37,18181818;0;0,909090909;0;0,635696822;DEFAVORABLE
102090003;259;RUR 2;51,8;1,639240506;0;0,961389961;1,482625483;37;0;0,571428571;0,285714286;0,447876448;DEFAVORABLE
102090004;154;RUR 2;51,33333333;1,241935484;0;1;3,766233766;19,25;0;0,5;0;0,493506494;DEFAVORABLE
102090005;442;RUR 2;73,66666667;0,928571429;0;1,180995475;5,386877828;31,57142857;0;0,714285714;0,5;0,529411765;FAVORABLE
102090006;255;RUR 2;63,75;12,75;0;1,082352941;3,482352941;36,42857143;0;0,714285714;0,142857143;0,57254902;DEFAVORABLE
102090007;228;RUR 2;76;2,85;0;1,061403509;0,324561404;32,57142857;0;0,571428571;0,714285714;0,828947368;DEFAVORABLE
102100001;196;RUR 2;49;0,790322581;0;0;1,994897959;39,2;0;0,4;0,6;0,591836735;FAVORABLE
102100002;131;RUR 2;26,2;0,935714286;0;0;1,595419847;26,2;0;0,8;0,4;0,740458015;FAVORABLE
102100003;79;RUR 2;15,8;0,669491525;0;0;1,848101266;15,8;0;0,8;0,8;0,64556962;FAVORABLE
102100004;296;RUR 2;42,28571429;1,193548387;0;0;2,175675676;42,28571429;0;0,857142857;1;0,570945946;DEFAVORABLE
102100005;149;RUR 2;29,8;1,241666667;0;0;4,912751678;37,25;0;1;0,25;0,55033557;DEFAVORABLE
102100008;117;RUR 2;23,4;1;0;0;1,820512821;19,5;0;0,833333333;0,5;0,564102564;FAVORABLE
102100009;186;RUR 2;26,57142857;0,853211009;0;0;3,306451613;26,57142857;0;1;0,714285714;0,61827957;FAVORABLE
102100010;171;RUR 2;42,75;1,14;0;0;1,520467836;28,5;0;0,666666667;0,333333333;0,754385965;DEFAVORABLE
102110001;295;RUR 1;59;1,166007905;0;0;2,603389831;42,14285714;0;0,857142857;0,142857143;0,369491525;DEFAVORABLE
102110002;280;RUR 1;56;1,333333333;0;0;2,225;40;0;1;0,714285714;0,475;DEFAVORABLE
102110003;275;RUR 1;55;1,923076923;0;0;4,916363636;55;0;0,6;0;0,352727273;DEFAVORABLE
102110004;500;RUR 1;83,33333333;1,872659176;0;0;1,184;41,66666667;1;0,833333333;0,583333333;0,518;DEFAVORABLE
102110006;322;RUR 1;64,4;2,050955414;0;0;1,692546584;53,66666667;0;1;0,666666667;0,593167702;DEFAVORABLE
102110007;270;RUR 1;54;1,436170213;0;0;1,855555556;45;0;0,666666667;0,5;0,718518519;DEFAVORABLE
102110008;267;RUR 1;44,5;1,247663551;0;0;3,277153558;53,4;0;0,8;0,6;0,445692884;DEFAVORABLE
102120001;205;RUR 2;34,16666667;2,697368421;0;0;1,692682927;34,16666667;0;0,333333333;0;0,468292683;DEFAVORABLE
102120002;180;RUR 2;36;2,727272727;0;0;1,138888889;25,71428571;0;0,571428571;0;0,561111111;DEFAVORABLE
102120003;200;RUR 2;40;4;0;0;1,69;28,57142857;0;1;0,142857143;0,58;DEFAVORABLE
102120005;138;RUR 2;27,6;0,726315789;1,173913043;0;3,572463768;19,71428571;1;0,857142857;0,714285714;0,463768116;FAVORABLE
102120006;338;RUR 2;84,5;2,770491803;0;0;1,25739645;33,8;0;0,6;0,3;0,727810651;DEFAVORABLE
102120007;168;RUR 2;33,6;1,253731343;0;0;0;28;0;1;0,333333333;0,345238095;DEFAVORABLE
102130001;221;RUR 2;24,55555556;0,498871332;0,914027149;0;3,307692308;27,625;0;0,875;0,625;0,610859729;FAVORABLE
102130002;363;RUR 2;45,375;1,396153846;0,977961433;0;2,008264463;40,33333333;0,44077135;0,666666667;0,333333333;0,584022039;DEFAVORABLE
102130003;364;RUR 2;60,66666667;1,669724771;0;0;2,175824176;28;0;0,692307692;0,538461538;0,565934066;DEFAVORABLE
102130004;188;RUR 2;62,66666667;1,958333333;0;0;1,425531915;37,6;0;0,8;0,2;0,404255319;DEFAVORABLE
102130005;174;RUR 2;43,5;1,067484663;0;0;5,247126437;21,75;0;0,75;0,375;0,41954023;DEFAVORABLE
102130006;271;RUR 2;45,16666667;1,26635514;0;0;3,446494465;24,63636364;0;0,727272727;0,090909091;0,41697417;DEFAVORABLE
102130007;167;RUR 2;27,83333333;1,653465347;0;0;3,341317365;33,4;0;1;0,4;0,449101796;DEFAVORABLE
102140001;483;RUR 1;96,6;1,979508197;0;0;3,559006211;37,15384615;0;0,692307692;0,692307692;0,50310559;DEFAVORABLE
102140002;650;RUR 1;92,85714286;1,867816092;0;0;2,003076923;46,42857143;0,230769231;0,857142857;0,642857143;0,603076923;DEFAVORABLE
102140003;411;RUR 1;45,66666667;1,885321101;0;0;0;37,36363636;0,211678832;0,636363636;0,454545455;0,447688564;DEFAVORABLE
102150001;259;RUR 2;51,8;1,48;0;0;2,911196911;37;0;0,857142857;0,857142857;0,463320463;DEFAVORABLE
102150002;172;RUR 2;28,66666667;1,869565217;0;0;2,924418605;21,5;0,970930233;0,75;0,75;0,48255814;DEFAVORABLE
102150003;138;RUR 2;27,6;0,985714286;1;0;2,710144928;23;0,927536232;0,666666667;0,833333333;0,666666667;FAVORABLE
102150004;176;RUR 2;35,2;1,491525424;0;0;2,664772727;29,33333333;0,982954545;0,666666667;0,833333333;0,573863636;DEFAVORABLE
102150006;142;RUR 2;47,33333333;1,69047619;0,598591549;0;0;14,2;1;0,7;0,7;0,61971831;DEFAVORABLE
102150007;214;RUR 2;71,33333333;1,783333333;0;0;1,892523364;35,66666667;0,864485981;0,666666667;0,833333333;0,551401869;DEFAVORABLE
102160001;799;RUR 1;79,9;1,426785714;0;1,048811014;2,329161452;47;0;0,705882353;0,470588235;0,466833542;DEFAVORABLE
102160002;578;RUR 1;72,25;2,148698885;0;0,982698962;2,527681661;41,28571429;0;0,714285714;0,785714286;0,422145329;DEFAVORABLE
102160003;478;RUR 1;47,8;1,032397408;0;1,056485356;3,644351464;39,83333333;0;0,75;0,583333333;0,646443515;DEFAVORABLE
102160004;767;RUR 1;76,7;1,486434109;0;1,382007823;1,843546284;38,35;0;0,6;0,35;0,533246415;DEFAVORABLE
102160006;548;RUR 1;49,81818182;1,501369863;0;0,95620438;2,775547445;39,14285714;0;0,714285714;0,214285714;0,558394161;DEFAVORABLE
102170001;255;RUR 2;51;1,0625;0;0;1,698039216;36,42857143;0;0,571428571;0,857142857;0,592156863;DEFAVORABLE
102170003;96;RUR 2;32;0,8;0;0;1,6875;19,2;0;0,8;0,2;0,479166667;FAVORABLE
102170004;153;RUR 2;30,6;0,980769231;0;0;1,359477124;25,5;1;0,5;0,666666667;0,679738562;FAVORABLE
102170005;137;RUR 2;27,4;1,343137255;0;0;2,605839416;19,57142857;0;0,571428571;0,714285714;0,525547445;DEFAVORABLE
102170006;165;RUR 2;41,25;1,666666667;0;0;2,133333333;27,5;0;0,333333333;0,666666667;0,478787879;DEFAVORABLE
102170007;86;RUR 2;21,5;0,955555556;0;0;1,593023256;17,2;0;1;0,2;0,372093023;FAVORABLE
102170009;197;RUR 2;39,4;1,387323944;0;0;1,974619289;28,14285714;0;0,428571429;1;0,553299492;DEFAVORABLE
102170010;125;RUR 2;25;0,905797101;0;0;3,912;17,85714286;1;0,285714286;0,571428571;0,6;FAVORABLE
102170011;74;RUR 2;12,33333333;1,275862069;0;0;2,797297297;12,33333333;0;0,666666667;0;0,864864865;DEFAVORABLE
102170012;135;RUR 2;27;1,467391304;0;0;1,444444444;19,28571429;0;1;0,714285714;0,548148148;DEFAVORABLE
102170013;129;RUR 2;25,8;0,57079646;0;0;2,534883721;21,5;0,92248062;0,666666667;0,333333333;0,418604651;FAVORABLE
102170014;105;RUR 2;21;0,905172414;0;0;3,514285714;15;0;0,857142857;0,571428571;0,60952381;FAVORABLE
102170015;127;RUR 2;21,16666667;1,336842105;0;0;1,244094488;21,16666667;1;1;0,166666667;0,606299213;DEFAVORABLE
102170016;76;RUR 2;19;1,266666667;0;0;1,171052632;12,66666667;0;0,833333333;0,333333333;0,657894737;DEFAVORABLE
102170017;107;RUR 2;21,4;1,114583333;0;0;1,186915888;15,28571429;0;0,857142857;0,571428571;0,448598131;DEFAVORABLE
102180001;131;RUR 2;43,66666667;1,350515464;0;0;3,114503817;21,83333333;1;0,666666667;0,333333333;0,648854962;DEFAVORABLE
102180002;142;RUR 2;28,4;0,898734177;0;0;2,542253521;20,28571429;0,978873239;0,571428571;0,428571429;0,669014085;FAVORABLE
102180003;152;RUR 2;30,4;1,117647059;0;0;0,980263158;30,4;0;0,8;0;0,440789474;DEFAVORABLE
102180004;116;RUR 2;29;0,753246753;0;0;3,25;19,33333333;1;0,666666667;0,166666667;0,672413793;FAVORABLE
102180005;90;RUR 2;22,5;0,552147239;0;0;2,966666667;22,5;0;0,5;0,75;0,655555556;FAVORABLE
102190001;251;RUR 2;31,375;1,151376147;0;0;3,685258964;20,91666667;1;0,916666667;0,5;0,64940239;DEFAVORABLE
102190002;124;RUR 2;24,8;0,837837838;0;0;3,177419355;13,77777778;0;0,888888889;0,111111111;0,612903226;FAVORABLE
102190004;133;RUR 2;44,33333333;1,023076923;0;0;1,77443609;19;0,917293233;0,714285714;0,428571429;0,578947368;DEFAVORABLE
102200001;147;RUR 2;36,75;0,993243243;0;0;2,469387755;29,4;0;0,4;0;0,537414966;FAVORABLE
102200002;256;RUR 2;42,66666667;0,882758621;0;0;3,3671875;32;0;0,875;0,625;0,5;FAVORABLE
102200004;177;RUR 2;59;2,13253012;0;0;0,898305085;29,5;0;0,666666667;0,166666667;0,621468927;DEFAVORABLE
102200005;361;RUR 2;45,125;1,611607143;0;0;4,049861496;32,81818182;0;0,818181818;1;0,581717452;DEFAVORABLE
102200006;264;RUR 2;52,8;1,639751553;0;0;3,397727273;26,4;0;0,9;0,8;0,674242424;DEFAVORABLE
102210001;103;RUR 2;20,6;0,536458333;0;0;3,660194175;14,71428571;1;0,857142857;0,428571429;0,786407767;FAVORABLE
102210002;107;RUR 2;21,4;1,486111111;0;0;1,542056075;26,75;1;1;0,25;0,373831776;DEFAVORABLE
102210003;314;RUR 2;62,8;1,330508475;0;0;2,162420382;39,25;0;0,75;0,75;0,598726115;DEFAVORABLE
102220001;84;RUR 2;21;0,724137931;0;0;2,595238095;16,8;0;0,8;0,4;0,44047619;FAVORABLE
102220002;307;RUR 2;61,4;4,263888889;0;0;2,120521173;25,58333333;0;0,833333333;0,583333333;0,504885993;DEFAVORABLE
102230002;281;RUR 1;56,2;2,097014925;0;0;2,007117438;40,14285714;0;0,571428571;0,285714286;0,580071174;DEFAVORABLE
102230003;339;RUR 1;84,75;2,067073171;0;0;2,01179941;42,375;0;1;0,375;0,578171091;DEFAVORABLE
102230004;314;RUR 1;104,6666667;2,275362319;0;0;2,302547771;44,85714286;0;0,857142857;1;0,592356688;DEFAVORABLE
